date,close,ma_fast,ma_slow,atr,signal,position,position_size,daily_return,strategy_return,equity,drawdown,action
2020-09-14,262.0,270.38,284.27,8.285714285714283,-1,-1,0.4506459330143543,0.07685984381422117,-0.03463657602699725,1075070.2761456543,-0.11170352587184573,HOLD
2020-09-15,260.7,266.96999999999997,283.3025,8.314285714285715,-1,-1,0.4506459330143543,-0.004961832061068705,0.0022360294386208433,1077474.1649317022,-0.10971726880547206,HOLD
2020-09-16,270.6,264.76000000000005,282.53499999999997,8.964285714285717,-1,0,0.0,0.037974683544304,-0.0173384596632549,1058796.577306603,-0.12514996711434734,STOP_EXIT
2020-09-17,270.0,263.18,281.75750000000005,9.014285714285716,-1,-1,0.2995245641838351,-0.0022172949002218223,-0.00014976228209191757,1058638.0095149146,-0.12528098665176046,OPEN
2020-09-18,277.8,262.52,281.3075,9.221428571428575,-1,-1,0.2995245641838351,0.028888888888888964,-0.008652931854199703,1049477.6869603165,-0.13284987066583553,HOLD
2020-09-21,276.7,262.93999999999994,280.855,9.257142857142862,-1,-1,0.2995245641838351,-0.0039596832253420144,0.0011860223923766094,1050722.390997351,-0.131821411194893,HOLD
2020-09-22,264.8,262.51,280.1775,10.314285714285715,-1,-1,0.2995245641838351,-0.04300686664257314,0.012881612988029034,1064257.3901960352,-0.12063787060941256,HOLD
2020-09-23,265.0,263.90999999999997,279.525,10.178571428571434,-1,-1,0.2995245641838351,0.0007552870090634656,-0.00022622701222344685,1064016.6264264144,-0.12083680607660707,HOLD
2020-09-24,261.7,265.26000000000005,278.795,10.54285714285715,-1,-1,0.2995245641838351,-0.012452830188679265,0.0037299285351194617,1067985.332403164,-0.1175575901925654,HOLD
2020-09-25,266.7,267.6,278.31,10.135714285714295,-1,-1,0.2995245641838351,0.01910584638899504,-0.005722670313027039,1061873.604446672,-0.12260751717412643,HOLD
2020-09-28,262.3,267.63,277.875,10.150000000000011,-1,-1,0.2995245641838351,-0.01649793775778019,0.004941537616831149,1067120.8928073652,-0.11827184921551759,HOLD
2020-09-29,265.6,268.12,277.4825,9.207142857142866,-1,-1,0.2995245641838351,0.012581014105985666,-0.0037683227670860385,1063099.636851766,-0.12159448548049945,HOLD
2020-09-30,254.7,266.53000000000003,276.85,9.54285714285715,-1,-1,0.2995245641838351,-0.041039156626506146,0.012292235503026402,1076167.5079511297,-0.11079691802886871,HOLD
